geography,Visit,Age Group,month,Year,Race,Frequency,Population,rate,sex
Hardin,Inpatient,All,All,2016,Total,,,2.5,All
Harrison,Inpatient,All,All,2016,Total,,,2.6,All
Henry,Inpatient,All,All,2016,Total,,,3.6,All
Highland,Inpatient,All,All,2016,Total,,,2.8,All
Hocking,Inpatient,All,All,2016,Total,,,2.1,All
Holmes,Inpatient,All,All,2016,Total,,,0.5,All
Huron,Inpatient,All,All,2016,Total,,,3.1,All
Jackson,Inpatient,All,All,2016,Total,,,0.9,All
Jefferson,Inpatient,All,All,2016,Total,,,4.3,All
Knox,Inpatient,All,All,2016,Total,,,3.5,All
Lake,Inpatient,All,All,2016,Total,,,4.6,All
Lawrence,Inpatient,All,All,2016,Total,,,0.2,All
Licking,Inpatient,All,All,2016,Total,,,3.2,All
Logan,Inpatient,All,All,2016,Total,,,2.9,All
Lorain,Inpatient,All,All,2016,Total,,,6.5,All
Lucas,Inpatient,All,All,2016,Total,,,8.5,All
Madison,Inpatient,All,All,2016,Total,,,2.8,All
Mahoning,Inpatient,All,All,2016,Total,,,7.6,All
Marion,Inpatient,All,All,2016,Total,,,5.5,All
Medina,Inpatient,All,All,2016,Total,,,2.6,All
Meigs,Inpatient,All,All,2016,Total,,,0,All
Mercer,Inpatient,All,All,2016,Total,,,2,All
Miami,Inpatient,All,All,2016,Total,,,4.8,All
Monroe,Inpatient,All,All,2016,Total,,,1.4,All
Montgomery,Inpatient,All,All,2016,Total,,,11.9,All
Morgan,Inpatient,All,All,2016,Total,,,2.7,All
Morrow,Inpatient,All,All,2016,Total,,,2,All
Muskingum,Inpatient,All,All,2016,Total,,,4.7,All
Noble,Inpatient,All,All,2016,Total,,,0,All
Ottawa,Inpatient,All,All,2016,Total,,,4.6,All
Paulding,Inpatient,All,All,2016,Total,,,2.1,All
Perry,Inpatient,All,All,2016,Total,,,5.6,All
Pickaway,Inpatient,All,All,2016,Total,,,3,All
Pike,Inpatient,All,All,2016,Total,,,3.9,All
Portage,Inpatient,All,All,2016,Total,,,3.1,All
Preble,Inpatient,All,All,2016,Total,,,2.9,All
Putnam,Inpatient,All,All,2016,Total,,,2.1,All
Richland,Inpatient,All,All,2016,Total,,,3.3,All
Ross,Inpatient,All,All,2016,Total,,,2.3,All
Sandusky,Inpatient,All,All,2016,Total,,,3.7,All
Scioto,Inpatient,All,All,2016,Total,,,3.1,All
Seneca,Inpatient,All,All,2016,Total,,,3.8,All
Shelby,Inpatient,All,All,2016,Total,,,2.7,All
Stark,Inpatient,All,All,2016,Total,,,4,All
Summit,Inpatient,All,All,2016,Total,,,3.9,All
Trumbull,Inpatient,All,All,2016,Total,,,5,All
Tuscarawas,Inpatient,All,All,2016,Total,,,1.8,All
Union,Inpatient,All,All,2016,Total,,,1.9,All
Van Wert,Inpatient,All,All,2016,Total,,,3.2,All
Vinton,Inpatient,All,All,2016,Total,,,3,All
Warren,Inpatient,All,All,2016,Total,,,2,All
Washington,Inpatient,All,All,2016,Total,,,1.5,All
Wayne,Inpatient,All,All,2016,Total,,,3.2,All
Williams,Inpatient,All,All,2016,Total,,,4.3,All
Wood,Inpatient,All,All,2016,Total,,,3.3,All
Wyandot,Inpatient,All,All,2016,Total,,,2.2,All
Ohio,Inpatient,All,All,2016,Total,,,5.8,All
Ohio,Inpatient,child,1,2013,Total,224,,,All
Ohio,Inpatient,child,2,2013,Total,231,,,All
Ohio,Inpatient,child,3,2013,Total,355,,,All
Ohio,Inpatient,child,4,2013,Total,333,,,All
Ohio,Inpatient,child,5,2013,Total,434,,,All
Ohio,Inpatient,child,6,2013,Total,223,,,All
Ohio,Inpatient,child,7,2013,Total,167,,,All
Ohio,Inpatient,child,8,2013,Total,231,,,All
Ohio,Inpatient,child,9,2013,Total,401,,,All
Ohio,Inpatient,child,10,2013,Total,499,,,All
Ohio,Inpatient,child,11,2013,Total,458,,,All
Ohio,Inpatient,child,12,2013,Total,361,,,All
Ohio,Inpatient,child,1,2014,Total,182,,,All
Ohio,Inpatient,child,2,2014,Total,174,,,All
Ohio,Inpatient,child,3,2014,Total,280,,,All
Ohio,Inpatient,child,4,2014,Total,355,,,All
Ohio,Inpatient,child,5,2014,Total,342,,,All
Ohio,Inpatient,child,6,2014,Total,186,,,All
Ohio,Inpatient,child,7,2014,Total,413,,,All
Ohio,Inpatient,child,8,2014,Total,797,,,All
Ohio,Inpatient,child,9,2014,Total,884,,,All
Ohio,Inpatient,child,10,2014,Total,422,,,All
Ohio,Inpatient,child,11,2014,Total,352,,,All
Ohio,Inpatient,child,12,2014,Total,287,,,All
Ohio,Inpatient,child,1,2015,Total,251,,,All
Ohio,Inpatient,child,2,2015,Total,283,,,All
Ohio,Inpatient,child,3,2015,Total,308,,,All
Ohio,Inpatient,child,4,2015,Total,286,,,All
Ohio,Inpatient,child,5,2015,Total,344,,,All
Ohio,Inpatient,child,6,2015,Total,164,,,All
Ohio,Inpatient,child,7,2015,Total,141,,,All
Ohio,Inpatient,child,8,2015,Total,254,,,All
Ohio,Inpatient,child,9,2015,Total,428,,,All
Ohio,Inpatient,child,10,2015,Total,398,,,All
Ohio,Inpatient,child,11,2015,Total,359,,,All
Ohio,Inpatient,child,12,2015,Total,308,,,All
Ohio,Inpatient,child,1,2016,Total,212,,,All
Ohio,Inpatient,child,2,2016,Total,282,,,All
Ohio,Inpatient,child,3,2016,Total,284,,,All
Ohio,Inpatient,child,4,2016,Total,246,,,All
Ohio,Inpatient,child,5,2016,Total,315,,,All
Ohio,Inpatient,child,6,2016,Total,135,,,All
Ohio,Inpatient,child,7,2016,Total,134,,,All
Ohio,Inpatient,child,8,2016,Total,200,,,All
Ohio,Inpatient,child,9,2016,Total,286,,,All
Ohio,Inpatient,child,10,2016,Total,394,,,All
Ohio,Inpatient,child,11,2016,Total,339,,,All
Ohio,Inpatient,child,12,2016,Total,190,,,All
Ohio,ED,child,1,2013,Total,"1,469",,,All
Ohio,ED,child,2,2013,Total,"1,376",,,All
Ohio,ED,child,3,2013,Total,"1,743",,,All
Ohio,ED,child,4,2013,Total,"1,803",,,All
Ohio,ED,child,5,2013,Total,"2,500",,,All
Ohio,ED,child,6,2013,Total,"1,243",,,All
Ohio,ED,child,7,2013,Total,"1,098",,,All
Ohio,ED,child,8,2013,Total,"1,352",,,All
Ohio,ED,child,9,2013,Total,"2,278",,,All
Ohio,ED,child,10,2013,Total,"2,504",,,All
Ohio,ED,child,11,2013,Total,"2,157",,,All
Ohio,ED,child,12,2013,Total,"1,868",,,All
Ohio,ED,child,1,2014,Total,"1,175",,,All
Ohio,ED,child,2,2014,Total,"1,034",,,All
Ohio,ED,child,3,2014,Total,"1,559",,,All
Ohio,ED,child,4,2014,Total,"1,780",,,All
Ohio,ED,child,5,2014,Total,"2,035",,,All
Ohio,ED,child,6,2014,Total,"1,174",,,All
Ohio,ED,child,7,2014,Total,"1,442",,,All
Ohio,ED,child,8,2014,Total,"2,427",,,All
Ohio,ED,child,9,2014,Total,"3,428",,,All
Ohio,ED,child,10,2014,Total,"2,267",,,All
Ohio,ED,child,11,2014,Total,"1,905",,,All
Ohio,ED,child,12,2014,Total,"2,037",,,All
Ohio,ED,child,1,2015,Total,"1,334",,,All
Ohio,ED,child,2,2015,Total,"1,416",,,All
Ohio,ED,child,3,2015,Total,"1,717",,,All
Ohio,ED,child,4,2015,Total,"1,730",,,All
Ohio,ED,child,5,2015,Total,"1,999",,,All
Ohio,ED,child,6,2015,Total,995,,,All
Ohio,ED,child,7,2015,Total,978,,,All
Ohio,ED,child,8,2015,Total,"1,319",,,All
Ohio,ED,child,9,2015,Total,"2,171",,,All
Ohio,ED,child,10,2015,Total,"2,156",,,All
Ohio,ED,child,11,2015,Total,"2,095",,,All
Ohio,ED,child,12,2015,Total,"1,859",,,All
Ohio,ED,child,1,2016,Total,"1,443",,,All
Ohio,ED,child,2,2016,Total,"1,548",,,All
Ohio,ED,child,3,2016,Total,"1,839",,,All
Ohio,ED,child,4,2016,Total,"1,545",,,All
Ohio,ED,child,5,2016,Total,"1,843",,,All
Ohio,ED,child,6,2016,Total,900,,,All
Ohio,ED,child,7,2016,Total,836,,,All
Ohio,ED,child,8,2016,Total,"1,190",,,All
Ohio,ED,child,9,2016,Total,"1,794",,,All
Ohio,ED,child,10,2016,Total,"2,108",,,All
Ohio,ED,child,11,2016,Total,"2,129",,,All
Ohio,ED,child,12,2016,Total,"1,709",,,All
Ohio,Inpatient,adult,1,2013,Total,"1,285",,,All
Ohio,Inpatient,adult,2,2013,Total,"1,097",,,All
Ohio,Inpatient,adult,3,2013,Total,"1,072",,,All
Ohio,Inpatient,adult,4,2013,Total,"1,084",,,All
Ohio,Inpatient,adult,5,2013,Total,"1,072",,,All
Ohio,Inpatient,adult,6,2013,Total,876,,,All
Ohio,Inpatient,adult,7,2013,Total,801,,,All
Ohio,Inpatient,adult,8,2013,Total,866,,,All
Ohio,Inpatient,adult,9,2013,Total,964,,,All
Ohio,Inpatient,adult,10,2013,Total,938,,,All
Ohio,Inpatient,adult,11,2013,Total,905,,,All
Ohio,Inpatient,adult,12,2013,Total,"1,003",,,All
Ohio,Inpatient,adult,1,2014,Total,"1,121",,,All
Ohio,Inpatient,adult,2,2014,Total,803,,,All
Ohio,Inpatient,adult,3,2014,Total,964,,,All
Ohio,Inpatient,adult,4,2014,Total,977,,,All
Ohio,Inpatient,adult,5,2014,Total,969,,,All
Ohio,Inpatient,adult,6,2014,Total,868,,,All
Ohio,Inpatient,adult,7,2014,Total,762,,,All
Ohio,Inpatient,adult,8,2014,Total,818,,,All
Ohio,Inpatient,adult,9,2014,Total,"1,095",,,All
Ohio,Inpatient,adult,10,2014,Total,995,,,All
Ohio,Inpatient,adult,11,2014,Total,861,,,All
Ohio,Inpatient,adult,12,2014,Total,"1,344",,,All
Ohio,Inpatient,adult,1,2015,Total,"1,073",,,All
Ohio,Inpatient,adult,2,2015,Total,927,,,All
Ohio,Inpatient,adult,3,2015,Total,"1,062",,,All
Ohio,Inpatient,adult,4,2015,Total,"1,170",,,All
Ohio,Inpatient,adult,5,2015,Total,947,,,All
Ohio,Inpatient,adult,6,2015,Total,847,,,All
Ohio,Inpatient,adult,7,2015,Total,799,,,All
Ohio,Inpatient,adult,8,2015,Total,777,,,All
Ohio,Inpatient,adult,9,2015,Total,937,,,All
Ohio,Inpatient,adult,10,2015,Total,325,,,All
Ohio,Inpatient,adult,11,2015,Total,300,,,All
Ohio,Inpatient,adult,12,2015,Total,342,,,All
Ohio,Inpatient,adult,1,2016,Total,342,,,All
Ohio,Inpatient,adult,2,2016,Total,381,,,All
Ohio,Inpatient,adult,3,2016,Total,387,,,All
Ohio,Inpatient,adult,4,2016,Total,325,,,All
Ohio,Inpatient,adult,5,2016,Total,319,,,All
Ohio,Inpatient,adult,6,2016,Total,225,,,All
Ohio,Inpatient,adult,7,2016,Total,257,,,All
Ohio,Inpatient,adult,8,2016,Total,218,,,All
Ohio,Inpatient,adult,9,2016,Total,301,,,All
Ohio,Inpatient,adult,10,2016,Total,277,,,All
Ohio,Inpatient,adult,11,2016,Total,302,,,All
Ohio,Inpatient,adult,12,2016,Total,292,,,All
Ohio,ED,adult,1,2013,Total,"3,443",,,All
Ohio,ED,adult,2,2013,Total,"2,753",,,All
Ohio,ED,adult,3,2013,Total,"3,253",,,All
Ohio,ED,adult,4,2013,Total,"3,127",,,All
Ohio,ED,adult,5,2013,Total,"3,949",,,All
Ohio,ED,adult,6,2013,Total,"3,212",,,All
Ohio,ED,adult,7,2013,Total,"3,034",,,All
Ohio,ED,adult,8,2013,Total,"2,965",,,All
Ohio,ED,adult,9,2013,Total,"3,919",,,All
Ohio,ED,adult,10,2013,Total,"3,585",,,All
Ohio,ED,adult,11,2013,Total,"3,349",,,All
Ohio,ED,adult,12,2013,Total,"3,254",,,All
Ohio,ED,adult,1,2014,Total,"3,009",,,All
Ohio,ED,adult,2,2014,Total,"2,439",,,All
Ohio,ED,adult,3,2014,Total,"2,908",,,All
Ohio,ED,adult,4,2014,Total,"3,206",,,All
Ohio,ED,adult,5,2014,Total,"3,729",,,All
Ohio,ED,adult,6,2014,Total,"3,120",,,All
Ohio,ED,adult,7,2014,Total,"2,947",,,All
Ohio,ED,adult,8,2014,Total,"3,462",,,All
Ohio,ED,adult,9,2014,Total,"4,392",,,All
Ohio,ED,adult,10,2014,Total,"3,801",,,All
Ohio,ED,adult,11,2014,Total,"3,243",,,All
Ohio,ED,adult,12,2014,Total,"3,763",,,All
Ohio,ED,adult,1,2015,Total,"2,834",,,All
Ohio,ED,adult,2,2015,Total,"2,500",,,All
Ohio,ED,adult,3,2015,Total,"3,242",,,All
Ohio,ED,adult,4,2015,Total,"3,471",,,All
Ohio,ED,adult,5,2015,Total,"3,742",,,All
Ohio,ED,adult,6,2015,Total,"3,153",,,All
Ohio,ED,adult,7,2015,Total,"2,996",,,All
Ohio,ED,adult,8,2015,Total,"3,126",,,All
Ohio,ED,adult,9,2015,Total,"3,795",,,All
Ohio,ED,adult,10,2015,Total,"3,371",,,All
Ohio,ED,adult,11,2015,Total,"2,984",,,All
Ohio,ED,adult,12,2015,Total,"2,834",,,All
Ohio,ED,adult,1,2016,Total,"2,653",,,All
Ohio,ED,adult,2,2016,Total,"2,602",,,All
Ohio,ED,adult,3,2016,Total,"3,054",,,All
Ohio,ED,adult,4,2016,Total,"2,749",,,All
Ohio,ED,adult,5,2016,Total,"3,176",,,All
Ohio,ED,adult,6,2016,Total,"2,675",,,All
Ohio,ED,adult,7,2016,Total,"2,451",,,All
Ohio,ED,adult,8,2016,Total,"2,541",,,All
Ohio,ED,adult,9,2016,Total,"3,256",,,All
Ohio,ED,adult,10,2016,Total,"2,932",,,All
Ohio,ED,adult,11,2016,Total,"3,032",,,All
Ohio,ED,adult,12,2016,Total,"2,948",,,All
Ohio,Inpatient,All,1,2013,Total,"1,509",,,All
Ohio,Inpatient,All,2,2013,Total,"1,328",,,All
Ohio,Inpatient,All,3,2013,Total,"1,427",,,All
Ohio,Inpatient,All,4,2013,Total,"1,417",,,All
Ohio,Inpatient,All,5,2013,Total,"1,506",,,All
Ohio,Inpatient,All,6,2013,Total,"1,099",,,All
Ohio,Inpatient,All,7,2013,Total,968,,,All
Ohio,Inpatient,All,8,2013,Total,"1,097",,,All
Ohio,Inpatient,All,9,2013,Total,"1,365",,,All
Ohio,Inpatient,All,10,2013,Total,"1,437",,,All
Ohio,Inpatient,All,11,2013,Total,"1,363",,,All
Ohio,Inpatient,All,12,2013,Total,"1,364",,,All
Ohio,Inpatient,All,1,2014,Total,"1,303",,,All
Ohio,Inpatient,All,2,2014,Total,977,,,All
Ohio,Inpatient,All,3,2014,Total,"1,244",,,All
Ohio,Inpatient,All,4,2014,Total,"1,332",,,All
Ohio,Inpatient,All,5,2014,Total,"1,311",,,All
Ohio,Inpatient,All,6,2014,Total,"1,054",,,All
Ohio,Inpatient,All,7,2014,Total,"1,175",,,All
Ohio,Inpatient,All,8,2014,Total,"1,615",,,All
Ohio,Inpatient,All,9,2014,Total,"1,979",,,All
Ohio,Inpatient,All,10,2014,Total,"1,417",,,All
Ohio,Inpatient,All,11,2014,Total,"1,213",,,All
Ohio,Inpatient,All,12,2014,Total,"1,631",,,All
Ohio,Inpatient,All,1,2015,Total,"1,324",,,All
Ohio,Inpatient,All,2,2015,Total,"1,210",,,All
Ohio,Inpatient,All,3,2015,Total,"1,370",,,All
Ohio,Inpatient,All,4,2015,Total,"1,456",,,All
Ohio,Inpatient,All,5,2015,Total,"1,291",,,All
Ohio,Inpatient,All,6,2015,Total,"1,011",,,All
Ohio,Inpatient,All,7,2015,Total,940,,,All
Ohio,Inpatient,All,8,2015,Total,"1,031",,,All
Ohio,Inpatient,All,9,2015,Total,"1,365",,,All
Ohio,Inpatient,All,10,2015,Total,723,,,All
Ohio,Inpatient,All,11,2015,Total,659,,,All
Ohio,Inpatient,All,12,2015,Total,650,,,All
Ohio,Inpatient,All,1,2016,Total,554,,,All
Ohio,Inpatient,All,2,2016,Total,663,,,All
Ohio,Inpatient,All,3,2016,Total,671,,,All
Ohio,Inpatient,All,4,2016,Total,571,,,All
Ohio,Inpatient,All,5,2016,Total,634,,,All
Ohio,Inpatient,All,6,2016,Total,360,,,All
Ohio,Inpatient,All,7,2016,Total,391,,,All
Ohio,Inpatient,All,8,2016,Total,418,,,All
Ohio,Inpatient,All,9,2016,Total,587,,,All
Ohio,Inpatient,All,10,2016,Total,671,,,All
Ohio,Inpatient,All,11,2016,Total,641,,,All
Ohio,Inpatient,All,12,2016,Total,482,,,All
Ohio,ED,All,1,2013,Total,"4,912",,,All
Ohio,ED,All,2,2013,Total,"4,129",,,All
Ohio,ED,All,3,2013,Total,"4,996",,,All
Ohio,ED,All,4,2013,Total,"4,930",,,All
Ohio,ED,All,5,2013,Total,"6,449",,,All
Ohio,ED,All,6,2013,Total,"4,455",,,All
Ohio,ED,All,7,2013,Total,"4,132",,,All
Ohio,ED,All,8,2013,Total,"4,317",,,All
Ohio,ED,All,9,2013,Total,"6,197",,,All
Ohio,ED,All,10,2013,Total,"6,089",,,All
Ohio,ED,All,11,2013,Total,"5,506",,,All
Ohio,ED,All,12,2013,Total,"5,122",,,All
Ohio,ED,All,1,2014,Total,"4,184",,,All
Ohio,ED,All,2,2014,Total,"3,473",,,All
Ohio,ED,All,3,2014,Total,"4,467",,,All
Ohio,ED,All,4,2014,Total,"4,986",,,All
Ohio,ED,All,5,2014,Total,"5,764",,,All
Ohio,ED,All,6,2014,Total,"4,294",,,All
Ohio,ED,All,7,2014,Total,"4,389",,,All
Ohio,ED,All,8,2014,Total,"5,889",,,All
Ohio,ED,All,9,2014,Total,"7,820",,,All
Ohio,ED,All,10,2014,Total,"6,068",,,All
Ohio,ED,All,11,2014,Total,"5,148",,,All
Ohio,ED,All,12,2014,Total,"5,800",,,All
Ohio,ED,All,1,2015,Total,"4,168",,,All
Ohio,ED,All,2,2015,Total,"3,916",,,All
Ohio,ED,All,3,2015,Total,"4,959",,,All
Ohio,ED,All,4,2015,Total,"5,201",,,All
Ohio,ED,All,5,2015,Total,"5,741",,,All
Ohio,ED,All,6,2015,Total,"4,148",,,All
Ohio,ED,All,7,2015,Total,"3,974",,,All
Ohio,ED,All,8,2015,Total,"4,445",,,All
Ohio,ED,All,9,2015,Total,"5,966",,,All
Ohio,ED,All,10,2015,Total,"5,527",,,All
Ohio,ED,All,11,2015,Total,"5,079",,,All
Ohio,ED,All,12,2015,Total,"4,693",,,All
Ohio,ED,All,1,2016,Total,"4,096",,,All
Ohio,ED,All,2,2016,Total,"4,150",,,All
Ohio,ED,All,3,2016,Total,"4,893",,,All
Ohio,ED,All,4,2016,Total,"4,294",,,All
Ohio,ED,All,5,2016,Total,"5,019",,,All
Ohio,ED,All,6,2016,Total,"3,575",,,All
Ohio,ED,All,7,2016,Total,"3,287",,,All
Ohio,ED,All,8,2016,Total,"3,731",,,All
Ohio,ED,All,9,2016,Total,"5,050",,,All
Ohio,ED,All,10,2016,Total,"5,040",,,All
Ohio,ED,All,11,2016,Total,"5,161",,,All
Ohio,ED,All,12,2016,Total,"4,657",,,All